iter	Logloss
287	0.005922523224
288	0.005905095488
289	0.005887019138
290	0.005869386925
291	0.00585169014
292	0.005833868351
293	0.005806469255
294	0.005789611489
295	0.00577230379
296	0.005754849149
297	0.005737507509
298	0.005720909271
299	0.005703701741
300	0.005677733156
301	0.005660189109
302	0.005644054463
303	0.0056278896
304	0.005611768613
305	0.005595749865
306	0.005570020527
307	0.005554580854
308	0.005538129972
309	0.005522628211
310	0.005506485701
311	0.005491264578
312	0.005466688838
313	0.005451285177
314	0.005436251561
315	0.005421390964
316	0.005406532023
317	0.005391511238
318	0.005376883679
319	0.005353473127
320	0.00533874664
321	0.005323936956
322	0.005309255173
323	0.005294957095
324	0.005280978978
325	0.005258357359
326	0.005243879639
327	0.005230329517
328	0.005216437909
329	0.005202429162
330	0.00518852224
331	0.005166858435
332	0.005153505339
333	0.005139910513
334	0.00512636039
335	0.005113064001
336	0.005099932767
337	0.005086340838
338	0.005064576036
339	0.005051662938
340	0.005038590067
341	0.005025261392
342	0.005012548218
343	0.004999862777
344	0.004979453981
345	0.004967151003
346	0.004954804149
347	0.004942288829
348	0.004927796622
349	0.004908078247
350	0.004888588356
351	0.004876076761
352	0.004862270421
353	0.004843074414
354	0.004824065914
355	0.004807704025
356	0.004789308541
357	0.004773442944
358	0.004755283809
359	0.00473676208
360	0.004721618361
361	0.004703929855
362	0.004686251283
363	0.004671256575
364	0.004652641714
365	0.004635244608
366	0.004620648507
367	0.004603136745
368	0.004585720599
369	0.004571177065
370	0.004554811037
371	0.004538271162
372	0.004524166385
373	0.004506913738
374	0.004490749704
375	0.004476604362
376	0.004460865425
377	0.004446210547
378	0.004430534525
379	0.004415107684
380	0.004401614269
381	0.004386067804
382	0.004370787905
383	0.004357581337
384	0.004342336208
385	0.004327723549
386	0.004314565824
387	0.004299539659
388	0.004284771366
389	0.004272654239
390	0.004257998119
391	0.004243297295
392	0.004231099453
393	0.004211465518
394	0.004199353357
395	0.004180026137
396	0.004171299852
397	0.004158893393
398	0.004140185399
399	0.004132015838
400	0.00411930225
401	0.004101501571
402	0.004092606819
403	0.004081219849
404	0.004070156978
405	0.004051930375
406	0.004043711556
407	0.004035030802
408	0.004023517585
409	0.00400603397
410	0.003997179369
411	0.003986037854
412	0.003969268666
413	0.003961215831
414	0.003950167861
415	0.003933421854
416	0.003925124804
417	0.003917281826
418	0.003906581137
419	0.00389015509
420	0.003882618414
421	0.003872219059
422	0.003855990039
423	0.003848279516
424	0.003837822212
425	0.003821825816
426	0.003814648423
427	0.00380703186
428	0.003796656099
429	0.00378138365
430	0.003773837454
431	0.003763732811
432	0.003748514172
433	0.003741074767
434	0.003731770648
435	0.003716463844
436	0.003709478511
437	0.003702191429
438	0.003692709737
439	0.003677431908
440	0.003670519425
441	0.003661375907
442	0.00364716765
443	0.003640031649
444	0.003631168769
445	0.003616799911
446	0.003610247539
447	0.003603142583
448	0.003594476316
449	0.003580383543
450	0.00357412878
451	0.003564825488
452	0.003556206822
453	0.003542609513
454	0.003535665158
455	0.003527387149
456	0.003513986866
457	0.003507571916
458	0.003500901163
459	0.003493097093
460	0.003479493989
461	0.003473244607
462	0.003465102572
463	0.00345221969
464	0.003446006734
465	0.003437927614
466	0.003425156905
467	0.003419169121
468	0.00341309338
469	0.003404992115
470	0.003392812692
471	0.003386934391
472	0.003379018149
473	0.003366896676
474	0.003360407841
475	0.003352684693
476	0.003340490576
477	0.003334450018
478	0.003328652018
479	0.003320978127
480	0.003312535998
481	0.003305039679
482	0.003293167593
483	0.003287417607
484	0.003280183921
485	0.003268494167
486	0.003262837107
487	0.003255919864
488	0.003244110073
489	0.003238960687
490	0.003231423597
491	0.003220366521
492	0.003214972301
493	0.00320942762
494	0.003202354122
495	0.003191594862
496	0.003186422918
497	0.003179825428
498	0.003168825267
499	0.00316331163
