iter	Logloss
0	0.6142019696
1	0.5528847377
2	0.4785415861
3	0.4222880205
4	0.3694171906
5	0.3293286694
6	0.2985874017
7	0.2616105609
8	0.2387571865
9	0.220034851
10	0.2056084474
11	0.1901947657
12	0.1733157635
13	0.160902977
14	0.1483255492
15	0.1360327403
16	0.1254471276
17	0.1177719434
18	0.110730807
19	0.105920381
20	0.1005208559
21	0.09401615461
22	0.09030679199
23	0.08583207263
24	0.08084475994
25	0.07770460844
26	0.07300398747
27	0.07053240803
28	0.06814395057
29	0.06512392892
30	0.06289694707
31	0.06067327658
32	0.05828311046
33	0.05649712351
34	0.05467670494
35	0.05284766356
36	0.05126552449
37	0.0496326685
38	0.04820642538
39	0.04611358047
40	0.04481389787
41	0.04350046648
42	0.04200732046
43	0.04071450233
44	0.03953614831
45	0.0384892159
46	0.03740504053
47	0.03543866343
48	0.03444985549
49	0.03350135353
50	0.03266808059
51	0.03190284305
52	0.0312149326
53	0.02992730339
54	0.0294326014
55	0.02887901333
56	0.02804286612
57	0.02763469186
58	0.02721303205
59	0.02620330618
60	0.02532487777
61	0.0248816212
62	0.02439264953
63	0.02394343416
64	0.02362358901
65	0.02305600544
66	0.02267551422
67	0.02232994967
68	0.02202160491
69	0.02172570096
70	0.02119019628
71	0.02077032626
72	0.02044394943
73	0.02021239201
74	0.01999339792
75	0.01976650125
76	0.01941197448
77	0.01920382182
78	0.0189562175
79	0.01874332627
80	0.01854553984
81	0.01833807429
82	0.01815237602
83	0.01796722743
84	0.01778391004
85	0.01761116915
86	0.01741421388
87	0.01724845502
88	0.01708486676
89	0.01690949665
90	0.01675114698
91	0.01658263803
92	0.0164272305
93	0.01626256936
94	0.01605711877
95	0.01591286725
96	0.01577151815
97	0.01563294397
98	0.01549651557
99	0.01536320978
100	0.01523216731
101	0.01510284675
102	0.01497510407
103	0.0148503979
104	0.01472810076
105	0.01460810834
106	0.01449021531
107	0.01437340346
108	0.01425897744
109	0.01414730814
110	0.01403677132
111	0.01392818822
112	0.01382113993
113	0.01371668445
114	0.01361289786
115	0.01351067755
116	0.01340989106
117	0.01330929663
118	0.01321213858
119	0.01311667181
120	0.01302259664
121	0.01292941719
122	0.01283825272
123	0.0127471702
124	0.01265789072
125	0.01257023795
126	0.01248357362
127	0.01239803185
128	0.01231322355
129	0.01222895914
130	0.01214708057
131	0.0120666292
132	0.01198751811
133	0.01190929694
134	0.01183303859
135	0.0117584053
136	0.01168480433
137	0.01161187308
138	0.01154012316
139	0.01146854626
140	0.01139893714
141	0.01132958465
142	0.01126125289
143	0.0111941629
144	0.0111276259
145	0.0110621295
146	0.01099728379
147	0.01093289173
148	0.01086880846
149	0.01080607871
150	0.0107438763
151	0.01068285439
152	0.01062207421
153	0.01056306809
154	0.01050382107
155	0.01044490602
156	0.01038761934
157	0.01033080949
158	0.0102749053
159	0.01021934383
160	0.01016409861
161	0.01010920356
162	0.01005498899
163	0.01000098967
164	0.009948487911
165	0.009896621108
166	0.00984526674
167	0.009794289867
168	0.009744213687
169	0.009694284863
170	0.009644890825
171	0.00959650096
172	0.009548287425
173	0.009500589636
174	0.009453380273
175	0.009406805038
176	0.009360247188
177	0.009315089219
178	0.009269660546
179	0.009225107729
180	0.009179668294
181	0.009135699107
182	0.009092128939
183	0.009049067895
184	0.009006771776
185	0.008964583278
186	0.008922770619
187	0.008881608645
188	0.008840423491
189	0.008800050451
190	0.008759863675
191	0.008719522092
192	0.008680371775
193	0.008641156885
194	0.008601655563
195	0.00856267992
196	0.008523486555
197	0.008485757642
198	0.008448575106
199	0.008411390914
200	0.008375460903
201	0.008338819775
202	0.008302827676
203	0.008267006112
204	0.008232071996
205	0.008196834889
206	0.008162107733
207	0.008115053177
208	0.008081148896
209	0.008046770261
210	0.008013250099
211	0.007980260584
212	0.007935293847
213	0.007902380493
214	0.007870535056
215	0.007838665611
216	0.007807098329
217	0.007775334848
218	0.007732189364
219	0.00768210325
220	0.00763299399
221	0.007603044311
222	0.007573015988
223	0.007526909312
224	0.007497875227
225	0.007468267447
226	0.007439685365
227	0.007411139707
228	0.007382528649
229	0.007354539302
230	0.00731078287
231	0.007282574972
232	0.007254934145
233	0.007228389382
234	0.007201600406
235	0.007174202138
236	0.00713258485
237	0.0071059929
238	0.007079927458
239	0.007054159211
240	0.007028065622
241	0.007002921568
242	0.006963469088
243	0.006938822981
244	0.006914287806
245	0.006889247646
246	0.006864988969
247	0.006840749333
248	0.006816311015
249	0.006778963738
250	0.006754808956
251	0.006731297407
252	0.006707934042
253	0.006684799575
254	0.006662062473
255	0.006626645724
256	0.006603929732
257	0.006581000156
258	0.006559198101
259	0.006536897272
260	0.00651549879
261	0.006493271225
262	0.006459578044
263	0.006438203156
264	0.006416842755
265	0.006395741469
266	0.006374638528
267	0.006353527721
268	0.00632131762
269	0.006301160074
270	0.006280285203
271	0.006260292398
272	0.006240046273
273	0.006220284435
274	0.006189246972
275	0.006169290178
276	0.006149826778
277	0.006130547159
278	0.006111316383
279	0.00609209016
280	0.006073272891
281	0.00604355418
282	0.00602485819
283	0.006006356743
284	0.005987746434
285	0.005969549219
286	0.005951195127
